سراى القبة,30.08595949999999,31.2826641
سعد سليم,30.1049695,31.253644
سفير,30.035321,31.213884
سقيل,30.0756524,31.2814977
سليم الأول,30.1078921,31.3137509
سنترال العمرانية,29.992777,31.191235
سندوه,30.0668358,31.2727594
سنهرة,30.0834349,31.2319484
سوق 6 أكتوبر,30.06254,31.1978154
سوق الجملة بمدينة 6 أكتوبر,30.0438997,31.1787723
سوق العبور,30.164164,31.46591699999999
ش 6 أكتوبر,30.0647444,31.2529501
ش الأهرام,30.0050426,31.2958736
ش نادى الرحلات,30.047299,31.237349
شارع الترعه,30.1343671,31.235935
شارع الجيزة,30.0963576,31.3261599
شارع شبرا,30.085551,31.2453488
شارع عبد العزيز,30.046952,31.247905
شارع مراد,30.0648547,31.2585128
شبرا,30.085551,31.2453488
شبرا الخيمة,30.085551,31.2453488
شبرا المظلات,30.085551,31.2453488
شبين القناطر,30.2976683,31.2969674
شرق شبرا,30.0742121,31.2483291
شرق شبرا الخيمة,30.0444196,31.2357116
شق الثعبان,30.0583977,31.2490728
شهاب,30.1040796,31.2771244
شيخون,30.0308612,31.2545408
شيراتون,30.0391947,31.2203162
صفط,30.104,31.3362
صفط اللبن,30.0278575,31.1948472
صقر قريش,30.1071625,31.3720311
صلاح سالم,30.04221849999999,31.2682585
طريق الحصة,29.9792408,31.341052
طريق الشرقاوية,30.1283304,31.2349588
طريق القطامية,29.9635333,31.4784002
طريق النصر,30.048273,31.2830383
طلبه,29.971071,31.26117189999999
طنان,30.1153525,31.290151
ع رياض,30.7940799,30.9823891
عباس العقاد,30.0565078,31.3378816
عباسية,30.5348357,31.717099
عبد,30.1509625,31.37491589999999
عبد االله العربى,30.0465857,31.3283852
عبد المنعم رياض,30.0871609,31.2594321
عبد المنعم رياض الألف مسكن,30.1147034,31.3357052
عبده باشا,30.0641973,31.2760092
عبود,30.070456,31.2594514
عتبه,30.052346,31.246803
عثمان بن عفان,30.1030022,31.2591677
عرابى,30.0549903,31.2425104
عرب الطويلة,30.1394568,31.3154
عرب المعادى,29.9701495,31.2699793
عزبة,30.09971449999999,31.220233
عزبة النخل,30.1450984,31.3186704
عزبة الهجانة,30.0694956,31.3941835
عزيز المصري,30.0976003,31.2750495
عماد الدين,30.055927,31.2442982
عمارات عثمان,30.0829245,31.2745607
عمر المختار,30.1162984,31.2962967
عمر بن الخطاب,30.0971601,31.2504627
عين الحياه,30.1223214,31.3724293
عين الصيرة,30.0168497,31.24403659999999
عين حلوان,29.8483192,31.3368529
عين شمس,30.1165055,31.319072
غمرة,30.0684784,31.26764379999999
فم الخليج,30.0229841,31.2313083
فيصل,30.0021682,31.1694268
قسم الحدائق,30.093812,31.28395799999999
قصر الضيافة,30.08955349999999,31.3179774
قليوب,30.0444196,31.2357116
قليوب البلد,30.0444196,31.2357116
قليوب المظلات,30.1040643,31.2455893
كال نات,30.0866633,31.324986
كبرى الفنجرى,30.0761734,31.3007076
كرداسة,30.0471082,31.2602236
كفر أبو صير,30.1602946,31.369887
كفر الجبل,30.0722309,31.23816189999999
كفر طهرمس,30.0162059,31.1747592
كفر غطاطى,30.0087234,31.1050647
كلية البنات,30.081103,31.32919089999999
كلية البنات الاسلاميه,30.0625,31.311332
كلية الزراعة,30.1118836,31.2459844
كليه الأزهر,30.0575035,31.3148895
كليه بنات عين شمس,30.0762532,31.2861174
كهرباء الأهرام,30.09178499999999,31.323599
كوبرى 6 أكتوبر,30.0485683,31.2191508
كوبرى احمد عرابى,30.0698849,31.1958546
كوبرى الجامعة,30.02829329999999,31.2238455
كوبرى الجلاء,30.0401305,31.2204071
كوبرى العاشر من رمضان,30.0982119,31.2671478
كوبرى القبة,30.0871604,31.2910618
كوبرى روض الفرج,30.0873956,31.2333395
كوبرى مسطرد,30.1302538,31.2901195
كوبري الشبينى,30.0675943,31.2719467
كوبري عرابي,30.0549903,31.2425104
كورنيش,30.1026616,31.2425104
كورنيش النيل,30.05488,31.229404
كيت كات,30.0622129,31.21431309999999
لاظوغلى,30.0406834,31.232552
للأنفاق دائري,30.09139399999999,31.2804171
م . الطلبة,29.971071,31.26117189999999
م. السلام (أسبيكو),30.1703332,31.4118753
مؤسسة,30.0413787,31.23545649999999
مؤسسة الزكاة,30.1452207,31.3463314
ماسبيرو,30.095855,31.3210606
مجرى العيون,30.0197187,31.2415247
مجمع مدارس الفسطاط,27.2061625,31.1786303
محطة الاتحاد,30.03195269999999,31.18615399999999
محطة السرفيس,30.0730188,31.2844122
محطة الكهرباء,30.1079902,31.2710875
محطة المرج,30.1541899,31.33599229999999
محطة المرج الجديدة,30.1481767,31.3342941
محطة المطرية (المترو),30.113262,31.3139534
محطة طرة,29.9453051,31.2739338
محطة طرة للأنفاق,30.0636647,31.2489618
محطة مترو الأنفاق بالمرج,30.0628377,31.2492806
محور الجمالية,30.0520033,31.2636726
مدينة البعوث,30.05623,31.2765295
مدينة الحرفيين,30.1527556,31.4037561
مدينة السلام (اسكندرية),30.1805243,31.4171831
مدينة السلام القاهرة,30.1703332,31.4118753
مدينة السلام اللبن,29.99937529999999,31.2397298
مدينة الشروق,30.1442115,31.6397184
مدينة الشيخ زايد,30.0491629,30.9761599
مدينة الضباط,29.895925,31.3074579
مدينة العبور,30.2283408,31.4798948
مدينة القانونيين,30.067233,31.333392
مدينة النهضة,30.0639413,31.3280081
مدينة النور,30.1034488,31.2608758
مدينة نصر,30.0566104,31.3301076
مدينه الطلبة,30.078476,31.2881619
مر صفا,30.05705829999999,31.2228057
مراد,30.0648547,31.2585128
مزلقان الدويقة,30.0712888,31.2556081
مزلقان زكى,30.08621399999999,31.2552147
مساكن الأميرية,30.117595,31.3018022
مساكن الحرفيين بالدويقة,30.0378392,31.2901102
مساكن الحلمية,30.0273006,31.2488309
مساكن الدويقة,29.9897103,31.26729809999999
مساكن الشباب,30.2537961,31.4670422
مساكن الشروق,30.0682104,31.3602231
مساكن الضباط,30.0807793,31.3787531
مساكن الماظة,30.117595,31.3018022
مساكن النصر,30.0780308,31.2312316
مساكن الوحدة,30.01392,31.1962269
مساكن زينهم,30.02338,31.2449815
مساكن شيرتوان,30.1072021,31.3744877
مساكن عثمان,30.0829245,31.2745607
مساكن عين شمس,30.117595,31.3018022
مساكن عين شمس م . الحجاز,30.0415797,31.2321048
مستشفى الحسين,30.0452565,31.2659204
مسرة,30.0733859,31.2423554
مسطرد,30.1412348,31.2869324
مسكن اسكو,30.1203149,31.252768
مسكن الطوب الرملي,30.0413872,31.3633528
مشتهر,30.0464722,31.2445615
مصر إسكندرية الزراعي,30.8128601,30.750244
مصر الإسماعيلية,30.5885114,32.2643235
مصر الجديدة,30.0909837,31.322709
مصطفى النحاس,30.094034,31.2801336
مطار القاهرة,30.107405,31.365337
معهد التكنولوجيا,30.0587101,31.2216722
معهد الخدمة الاجتماعية,30.031374,31.231097
مكرم عبيد,30.0444196,31.2357116
منشأة القناطر,30.8142758,30.8043745
منشية البكري,30.0836126,31.311269
منشية الصدر,30.0852895,31.2876705
منشية ناصر,30.0362303,31.2782522
منطي,30.145387,31.246571
منيرة,30.0810536,31.2025336
منيرة إمبابة,30.079579,31.1984178
منيل,30.0213609,31.2268647
مهمشة,30.073968,31.2640673
موتسيان,29.9843144,31.1907963
موقف المرج,30.165094,31.338507
ميت رهينة,29.8486722,31.2454674
ميت عقبة,30.064794,31.1972361
ميت كنانة,30.1404911,31.2316172
ميدان الأمام,29.9849891,31.2863306
ميدان الاتحاد,30.0898538,31.2577751
ميدان الاسماعيليه,30.0989413,31.2817093
ميدان الجيزة,30.0278481,31.211436
ميدان الحجاز,30.1113033,31.346189
ميدان الحدائق,30.0945285,31.2483426
ميدان الرماية,29.9952124,31.2350319
ميدان الطيران,30.067425,31.32465
ميدان العتبة,30.0433395,31.2272909
ميدان المطرية,30.11537449999999,31.3062568
ميدان لبنان,30.0595671,31.193029
نادى السكة,30.0689857,31.2347997
ناهيا,30.0446692,31.1817914
نخلة المطيعى,30.1009113,31.3415524
نقل جماعى,30.096646,31.319946
نقل جماعى سبيكو,30.0983189,31.335157
نهضة مصر,30.1715608,31.4399041
نوى,30.0590233,31.2633811
هارون,29.9950806,31.3082334
هارون الرشيد,30.0971302,31.3287974
هضبة الهرم,29.9883,31.1509
وراق العرب,30.0969938,31.2111216
وزارة الزراعة,30.0457505,31.2118012
يوسف عباس,30.0666484,31.3197631
